Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
419,21,0.2026,42.54,14190.0,0.0029809999999999997,1.0,AHR AHSA1 ANKMY2 ARNT CUL2 DNAJA1 DNAJA2 DNAJB6 EPAS1 HIF1A HSF1 HSF2 HSP90AA1 HSP90AB1 HSPA4 PTGES3 STIP1 TIPARP TNFSF10 USP19 VHL,cellular response to stress|regulation of transcription from RNA polymerase II promoter in response to stress|regulation of DNA-templated transcription in response to stress|protein folding|chaperone-mediated protein complex assembly,1.373e-09|1.565e-09|2.112e-09|2.321e-09|9.923e-09,2.166e-05|1.234e-05|1.111e-05|9.154e-06|3.131e-05,7.265|52.54|49.87|30.11|186.8
420,22,0.2024,46.75,15820.0,0.002939,1.0,ANKRD17 ATXN2 ATXN2L BTG1 C2CD5 CCDC14 CCDC15 CNOT2 CNOT3 CNOT6 CNOT6L CNOT7 CNOT8 COL20A1 EPHA10 IFT140 LARP4B LSM12 PUM1 SLC9A3R2 SUGT1 ZNF384,"nuclear-transcribed mRNA poly(A) tail shortening|regulation of cytoplasmic mRNA processing body assembly|gene silencing by RNA|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|signal transduction involved in mitotic G1 DNA damage checkpoint",3.275e-13|2.531e-12|5.262e-12|5.049e-11|5.559e-11,5.166e-09|1.996e-08|2.767e-08|1.991e-07|1.754e-07,244.2|468.1|75.32|96.84|95.2
421,20,0.2009,38.17,16140.0,0.002353,1.0,ARHGAP5 BCL2L13 BID C16orf45 C6orf62 CORO6 DMRT1 EBPL ERICH6B FN3K HRC IQUB ITGB4 MYADML2 MYLK3 RND3 SCIMP SLC2A8 ZNF484 ZSCAN4,fructoselysine metabolic process|trophoblast cell migration|supramolecular fiber organization|fructosamine metabolic process|germ cell proliferation,0.001843|0.001843|0.001956|0.002763|0.002763,1|1|1|1|1,1084|1084|7.263|542|542
422,23,0.2004,50.7,19330.0,0.0026100000000000003,1.0,ADGRG5 BLNK CES2 COL2A1 ERLIN1 FAXC LACTB2 LRRC29 LRRC8E MAB21L3 MAPRE2 NHSL1 NOTCH1 PPP4R1 RETNLB RGS22 SEMA6C SP8 SPATA12 SPECC1 TGFB2 TMC2 VEGFC,limb morphogenesis|appendage morphogenesis|limb development|appendage development|positive regulation of cardiac epithelial to mesenchymal transition,1.822e-05|1.822e-05|4.275e-05|4.275e-05|5.328e-05,0.2875|0.1437|0.2248|0.1686|0.1681,25.58|25.58|20.47|20.47|223.9
423,20,0.2038,38.71,16370.0,0.002353,1.0,ARHGEF28 ASPG BTBD3 CAPRIN2 CD22 CEP131 COPS7B DEFB114 DYNLL2 ESAM FABP6 JCHAIN LENG9 LYSMD3 REC114 REM2 SLC37A3 SLC39A3 TM4SF5 ZNF480,intraciliary transport involved in cilium assembly|intraciliary transport|intramanchette transport|protein transport along microtubule|microtubule-based protein transport,0.0008302|0.001421|0.002036|0.002289|0.002289,1|1|1|1|1,49.04|37.01|980.7|28.84|28.84
424,16,0.2048,24.58,12250.0,0.001997,0.999999,ARRDC2 ENPEP ETV1 EXOC5 GOLGA6L6 HOXD11 IMPAD1 NUBPL PLIN3 PPFIA1 RIPOR1 SFRP2 SIAH1 TNRC18 WASHC2A ZC3HC1,anatomical structure morphogenesis|chondrocyte development|embryonic digit morphogenesis|chondrocyte differentiation|negative regulation of dermatome development,8.048e-05|0.0001961|0.0009421|0.001323|0.001552,1|1|1|1|1,4.823|103|45.16|37.86|1287
425,31,0.2042,94.93,21180.0,0.00445,1.0,AKIRIN1 BIRC6 DDI2 DNAJA1 DNAJC7 EIF2AK1 EIF2B4 HECTD1 HSPA8 INAFM1 KCMF1 NFE2L1 NGLY1 NSFL1C PLAA PPP1R15B RAD23B TRPC4AP UBA6 UBB UBC UBE2Q1 UBE2R2 UBE4B UBL7 UBR4 USP14 USP15 USP19 VCPIP1 ZRANB1,protein catabolic process|proteolysis involved in cellular protein catabolic process|cellular protein catabolic process|ubiquitin-dependent protein catabolic process|modification-dependent protein catabolic process,9.689e-21|3.794e-20|9.664e-20|1.063e-17|1.299e-17,1.528e-16|2.992e-16|5.081e-16|4.193e-14|4.1e-14,18.48|20.06|19.01|19.94|19.68
426,20,0.2028,38.54,16230.0,0.002364,1.0,AGA AMN C1orf115 CD300E CPO DAPL1 EXOC3L2 IL1F10 IL1RN KLHL41 LCT MARC1 OPTC P2RY14 RNLS SCN2A SPINK1 TMED9 TSNAX VNN2,inflammatory response to antigenic stimulus|regulation of lateral pseudopodium assembly|tetrapyrrole metabolic process|intrinsic apoptotic signaling pathway in response to osmotic stress|water-soluble vitamin metabolic process,0.0006442|0.002036|0.00242|0.003053|0.003353,1|1|1|1|1,56.04|980.7|28.02|490.4|23.63
427,10,0.6653,29.94,6236.0,0.004763,0.999933,CYB5R4 LCMT1 PPME1 PPP4C PPP4R3A PPP4R3B PPP6C PPP6R3 PTPA TIPRL,regulation of phosphoprotein phosphatase activity|regulation of protein dephosphorylation|regulation of phosphatase activity|protein dephosphorylation|regulation of dephosphorylation,4.254e-07|8.33e-07|1.976e-06|3.934e-06|3.934e-06,0.006711|0.00657|0.01039|0.01551|0.01241,61.39|51.65|41.38|34.67|34.67
428,23,0.2003,50.67,18930.0,0.002663,1.0,APBA1 C10orf62 COL16A1 DCAF13 FADS3 FAM221B FAM81B FGD6 FSTL5 HTRA1 IL17B LYZL4 MAP4K2 NIN PATL2 PCK1 RSBN1 SELENON TCAP TNFAIP8 TRABD2B TSPYL6 ZDHHC18,muscle fiber development|pyruvate metabolic process|gamma-aminobutyric acid secretion|centrosome-templated microtubule nucleation|positive regulation of protein oxidation,0.001301|0.002823|0.003343|0.003343|0.003343,1|1|1|1|1,38.93|25.95|447.7|447.7|447.7
429,21,0.2016,42.34,17350.0,0.0024289999999999997,1.0,BROX CAB39L CCDC47 CD84 DNTTIP2 FAM114A2 IL17RA IL26 NAXD NR1D1 RNF141 S100A10 SACS SECISBP2L SV2A TAS2R8 TP53INP1 TSPAN19 ZNF248 ZNF35 ZRANB3,metabolite repair|negative regulation of granulocyte macrophage colony-stimulating factor production|DNA rewinding|cellular response to methyl methanesulfonate|response to methyl methanesulfonate,0.002036|0.002036|0.002036|0.002036|0.002036,1|1|1|1|1,980.7|980.7|980.7|980.7|980.7
430,20,0.2043,38.82,16330.0,0.002366,1.0,CERCAM CLDN11 COL5A1 CPPED1 DDX60 DEFB121 EFCAB13 FAM118A FAM20A IRF3 MAN2C1 NUGGC PLK5 PRSS21 RAB11FIP4 RARS SEMA5A SLC7A9 SMR3B ZNF420,integrin biosynthetic process|signal clustering|positive regulation of G1 to G0 transition|regulation of G1 to G0 transition|response to biotic stimulus,0.001939|0.001939|0.001939|0.001939|0.002046,1|1|1|1|1,1030|1030|1030|1030|4.246
431,21,0.202,42.42,17210.0,0.0024530000000000003,1.0,ADGRB2 APOF ATP1B2 C1QTNF12 CCDC85C CD52 CNN3 CRABP1 FAM126A IZUMO2 KCTD12 LRRC26 LRRC71 MTNR1B PIP5KL1 PRKG1 RGS11 RNF208 SIDT2 UBOX5 VSX2,regulation of potassium ion transmembrane transporter activity|regulation of potassium ion transmembrane transport|regulation of potassium ion transport|positive regulation of potassium ion transmembrane transporter activity|regulation of insulin secretion,3.646e-05|0.0001736|0.0002548|0.0003676|0.0009346,0.5752|1|1|1|1,48.23|28.02|24.52|75.44|15.57
432,73,0.1871,491.6,53420.0,0.009095,1.0,ACCS ACCSL ALX4 ANO3 ANO5 ARFGAP2 ART5 BDNF C11orf49 C1QTNF4 CALCB CAT CD82 CHRM4 COMMD9 CRY2 DGKZ EHF ELF5 F2 FBXO3 HARBI1 HBE1 HPX KCNA4 KCNC1 KCNJ11 LARGE2 LIN7C MADD MAPK8IP1 MICALCL MRGPRX1 MRGPRX2 MRGPRX3 MYBPC3 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 OR51B4 OR51I1 OR52A1 OR52A5 OR52B2 OR52M1 OR52N4 OR52W1 OR56A1 OR56B1 OR5P2 PAMR1 PDHX PTPRJ QSER1 RAPSN SAA1 SAA2 SAA4 SLC1A2 SLC25A33 SLC39A13 SYT13 TMEM86A TP53I11 TRIM49B ZNF214 ZNF408,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,2.123e-16|6.319e-16|1.261e-15|4.652e-15|9.225e-15,3.349e-12|4.984e-12|6.632e-12|1.835e-11|2.91e-11,12.29|11.58|11.15|10.38|10
433,23,0.2014,50.95,18970.0,0.002672,1.0,ACSL1 ARMC2 ASRGL1 ATP10B C9orf85 CBR4 CCDC166 CDKN2AIP CLDN24 EGF FAM149A FAM198B KLHL2 LGALS3 MYPN NTN5 PLAGL1 TLR2 TTR UNC45B VAPA VGLL2 ZNF726,fatty-acyl-CoA biosynthetic process|regulated exocytosis|regulation of calcium ion import|fatty-acyl-CoA metabolic process|acyl-CoA biosynthetic process,0.0006154|0.000888|0.001094|0.001094|0.001248,1|1|1|1|1,57.77|6.461|42.64|42.64|39.8
434,20,0.2001,38.03,16540.0,0.002288,1.0,CDH24 COL17A1 CYP27A1 EPS8L1 FAM160A1 GALNT7 KY LBHD1 MS4A4A PIP4P1 PTPN3 RAPGEF3 RNF13 SERINC1 SLC14A2 SPATA18 TBR1 TEP1 TMEM154 TMOD1,phosphatidylinositol dephosphorylation|membrane biogenesis|phospholipid dephosphorylation|alcohol catabolic process|negative regulation of synaptic vesicle clustering,0.0005119|0.0008302|0.001039|0.001578|0.002036,1|1|1|1|1,63.27|49.04|43.59|35.03|980.7
435,21,0.2019,42.4,17590.0,0.0023989999999999997,1.0,APOBR C14orf39 DEFB1 DHRS3 EPB41 FAM172A FOXL2NB IFFO1 MFAP3L MFSD6 NRIP2 NSG2 OTOP2 RASGRF2 RGS7 SCP2D1 SEZ6L2 SHISAL2B STARD9 TNFRSF17 ZBTB25,DNA double-strand break attachment to nuclear envelope|meiotic DNA double-strand break processing involved in reciprocal meiotic recombination|positive regulation of flagellated sperm motility involved in capacitation|positive regulation of intracellular cholesterol transport|positive regulation of intracellular sterol transport,0.003053|0.003053|0.004069|0.005083|0.005083,1|1|1|1|1,490.4|490.4|326.9|245.2|245.2
436,38,0.2013,141.5,30370.0,0.004627,1.0,ABCA9 ADAMTS1 C1orf105 CALY CD244 DDX49 DNAH6 ERVFRD-1 FANK1 FYTTD1 HIRIP3 KCNK6 KCNK7 LAMC2 MAP1LC3C MCF2L2 MDP1 MFGE8 NFE2L3 OR10Z1 PEBP4 POTEC PSORS1C1 SLC36A1 SPINK6 SPRR4 STARD10 STMND1 SWT1 TCF4 TNFRSF10A TNFRSF14 TSGA10 TSN TSSC4 UNC5C VRK2 ZNF594,stabilization of membrane potential|positive regulation of retrograde axon cargo transport|regulation of retrograde axon cargo transport|regulation of rRNA catabolic process|regulation of rRNA stability,0.0005833|0.003777|0.003777|0.003777|0.003777,1|1|1|1|1,62.13|528.1|528.1|528.1|528.1
437,21,0.2026,42.55,16880.0,0.002508,1.0,C21orf58 CLCA4 DDX60 DOCK10 EEF1AKMT2 ETFA ETFB ETFDH FAT1 GBP7 HCN4 HERC5 HHIP HHIPL1 HPGD KCNK7 RAB1B SWAP70 TECPR2 TLR2 TMEM74B,fatty acid beta-oxidation using acyl-CoA dehydrogenase|fatty acid beta-oxidation|fatty acid oxidation|lipid oxidation|fatty acid catabolic process,2.588e-07|3.314e-05|9.138e-05|0.0001045|0.0001114,0.004082|0.2614|0.4805|0.4119|0.3515,294.2|49.87|35.03|33.43|32.69
438,17,0.3825,52.02,11520.0,0.004482,1.0,ATP6V1E1 CDC45 CRK CRKL DGCR6L DGCR8 ESS2 GNB1L MRPL40 PI4KA PPIL2 SNAP23 TELO2 TFIP11 TTI1 TTI2 UFD1,helper T cell diapedesis|cerebellar neuron development|helper T cell extravasation|diapedesis|T cell extravasation,3.838e-06|6.393e-06|6.393e-06|2.297e-05|2.87e-05,0.06054|0.05042|0.03362|0.09059|0.09054,1211|807.6|807.6|346.1|302.9
439,32,0.2001,99.25,26340.0,0.0037450000000000005,1.0,ABHD12B ADAM20 ADAM21 BACH2 BANK1 BMP4 CCDC122 CHURC1 CISD3 ESR2 FAT4 FBXO34 GALNT16 GPR135 KCNH5 NIN NPAS3 PCNX1 PELI2 PROX2 PTGDR PTGER2 RDH11 RDH12 RHOJ SALL2 SIPA1L1 SIX6 SPTB SYNE2 TEP1 TMEM229B,telencephalon development|cellular detoxification of aldehyde|cellular response to aldehyde|forebrain development|cellular response to prostaglandin E stimulus,5.977e-05|0.0001177|0.000237|0.0003931|0.0003968,0.9429|0.9281|1|1|1,12.02|151.4|101|7.97|75.72
440,18,0.2015,30.82,14680.0,0.00209,1.0,ANKK1 ANKRD16 ATP1B2 CAMK1D CDKAL1 CDX1 CLN6 ELFN1 F10 FBH1 GPC6 MTERF4 ODR4 OLIG2 TNNT2 WFDC13 ZFAND4 ZNF514,RNA modification|positive regulation of ATPase activity|neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration|regulation of ATPase activity|regulation of muscle filament sliding speed,0.0005099|0.00138|0.001843|0.00262|0.002763,1|1|1|1|1,19.13|37.38|1084|26.76|542
441,21,0.2031,42.66,17260.0,0.00246,1.0,AGBL2 AP3M1 B9D2 BMP2K C12orf56 CLPS CLPSL2 FAM131C FAM45A FBLIM1 FBXL20 LIMD2 NUDT13 PDGFA PLCG2 SMPDL3B SP5 STRADA TNFSF11 UGT1A4 VN1R4,lipid catabolic process|response to food|organophosphate catabolic process|phospholipid catabolic process|organic substance catabolic process,0.0002392|0.0002691|0.0004741|0.0009529|0.001335,1|1|1|1|1,12.9|89.16|19.75|45.61|3.898
442,20,0.2024,38.45,16290.0,0.002349,1.0,ACAD10 CA6 DIO2 ENTHD1 EXD2 FBRSL1 GAS2L3 GRIN2C GYS2 IP6K3 KIF17 LARP7 PSMB9 RASSF2 SDCBP2 SDSL SLC17A8 TCEA3 TREML2 UAP1L1,protein localization to postsynapse|protein localization to synapse|epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade|epidermal growth factor receptor signaling pathway via positive regulation of NF-kappaB transcription factor activity|snRNA methylation,0.0005835|0.001686|0.001939|0.001939|0.001939,1|1|1|1|1,58.84|33.76|1030|1030|1030
443,20,0.2031,38.59,15830.0,0.002426,1.0,ANKRD13B ANKRD9 ATXN7L1 BMP2 CHRDL2 EGFLAM FBXL2 FGF14 HILPDA LIN7A NKX2-5 NUP85 RELN RHOG SIAE STX11 TJP2 TMPRSS4 TOMM20L UTS2R,regulation of cardiocyte differentiation|cardiac atrium morphogenesis|negative regulation of striated muscle cell differentiation|cardiac atrium development|aortic valve development,0.0003574|0.0004088|0.0005219|0.0006156|0.0006156,1|1|1|1|1,76.28|71.02|62.41|57.21|57.21
444,20,0.2003,38.06,16300.0,0.002325,1.0,ARL10 C10orf71 CDC42EP3 COL6A3 DEDD2 DUS4L EFCAB6 F13B FABP12 FBXO16 FCRLA LRRN1 PLEKHG3 RIT1 RSPO4 SLC24A5 SLC49A3 SLFN11 TK2 ZNF860,deoxycytidine metabolic process|olfactory bulb axon guidance|lymphoid lineage cell migration into thymus|lymphoid lineage cell migration|striatal medium spiny neuron differentiation,0.002133|0.002133|0.003198|0.003198|0.005325,1|1|1|1|1,936.1|936.1|468.1|468.1|234
445,46,0.2003,207.3,31720.0,0.0064730000000000005,1.0,AATF AQR C9orf78 CCDC12 CCDC130 CDC6 CFAP20 CLASRP CRIPT CRNKL1 CWC25 CWC27 CWF19L1 CWF19L2 DDX52 DHX35 DHX8 ESS2 FRA10AC1 FRG1 GPATCH1 ISY1 LENG1 LINS1 METTL23 NLE1 NOSIP NSRP1 PPIE PPIH PPIL1 PPWD1 PRKRIP1 PSMB3 PSMD11 PSMD3 PSMD7 RPL19 RPL23 RPL27 SMU1 SNRNP200 SNRNP40 WDR83 XAB2 ZNF830,"RNA splicing|mRNA metabolic process|RNA processing|mRNA processing|mRNA splicing, via spliceosome",4.188e-32|1.57e-29|2.68e-29|1.511e-28|3.08e-26,6.607e-28|1.238e-25|1.409e-25|5.957e-25|9.715e-23,28.6|18.06|14.55|23.13|31.13
446,29,0.2008,81.52,18410.0,0.0043950000000000005,1.0,AMBRA1 ANAPC13 ANAPC15 CCND3 CCNE2 CCNF CDK4 CDK6 CDKN1A CDKN1B CDKN2C CKS1B DYRK1A E2F3 FAM117B FAM53C FZR1 GLCCI1 MAU2 PRPF39 PRR12 RIF1 SKP2 STAG1 TCF19 TRNAU1AP UBE2C UBE2Q1 UBE2S,mitotic cell cycle phase transition|cell cycle|cell cycle phase transition|G1 phase|mitotic G1 phase,1.504e-16|1.787e-16|2.123e-16|9.681e-15|9.681e-15,2.372e-12|1.409e-12|1.116e-12|3.818e-11|3.054e-11,30.3|9.559|29.48|221.5|221.5
447,21,0.2019,42.4,17510.0,0.0024100000000000002,1.0,C16orf95 C17orf97 CCSER2 DHRS9 FAM92B FBXO44 IL26 KIAA0556 NXN OSCP1 PAIP2B PGAP1 PGM2L1 PITX3 PLEKHD1 POMC POU4F3 SLC47A1 TMEM182 VIT WNT8A,xenobiotic transport|anterior/posterior axis specification|positive regulation of cell proliferation in midbrain|response to methamphetamine hydrochloride|regulation of cell proliferation in midbrain,0.0007522|0.001288|0.001939|0.002908|0.002908,1|1|1|1|1,51.49|38.86|1030|514.9|514.9
448,20,0.2016,38.31,16380.0,0.002328,1.0,ABCG5 ACOD1 AP4B1 CCDC80 CEP63 DEFB134 EFCAB6 FBXW2 GALM GEM GRK3 HMSD JPH2 KLK1 MIEF1 OR4N5 PITPNC1 PRAME SETX TRMO,"intermembrane lipid transfer|positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled|positive regulation of termination of RNA polymerase II transcription|positive regulation of DNA-templated transcription, termination|negative regulation of intestinal cholesterol absorption",0.001065|0.001939|0.001939|0.001939|0.002908,1|1|1|1|1,42.91|1030|1030|1030|514.9
449,6,0.6573,9.86,3989.0,0.0024579999999999997,0.998474,HNRNPF PCBP1 PRPF40A PSMF1 SON SRRM2,"RNA splicing|mRNA processing|mRNA metabolic process|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",1.843e-08|4.345e-08|2.586e-07|6.994e-07|6.994e-07,0.0002908|0.0003427|0.00136|0.002758|0.002207,42.17|35.46|24.73|45.46|45.46
450,20,0.2004,38.08,16600.0,0.002283,1.0,ARG1 BVES DNPH1 DPYSL4 FERD3L FEZF2 FOXI1 KCTD20 KDR KLF17 LAMP1 NSG1 PTPRN2 RCC2 RRP1B TIMP2 TLR5 TLX3 TMED4 ZDHHC14,negative regulation of GTPase activity|positive regulation of cellular process|positive regulation of receptor recycling|regulation of receptor recycling|positive regulation of biological process,1.398e-05|9.269e-05|0.0001064|0.0002647|0.0002977,0.2206|0.731|0.5596|1|0.939,67.16|2.549|147.1|89.54|2.309
451,43,0.2003,180.9,34180.0,0.005252000000000001,1.0,ABLIM2 ADSSL1 AK7 APOPT1 BAG5 BCL11B C1orf216 CDC42BPB CEP170B CRIP1 CYP46A1 EML1 FBLN5 GON7 GPR68 IFI27 IFI27L2 JAG2 KCNK3 LRRC74A MIOX MOK PPP1R13B PPP4R4 PRRX2 PTF1A QDPR RIN3 SAG SERPINA1 SERPINA11 SERPINA12 SERPINA3 SERPINA4 SERPINA6 SERPINA9 TCIM TMCO4 TMEM121 TSHR UBR7 VSNL1 ZBTB42,negative regulation of hydrolase activity|negative regulation of proteolysis|negative regulation of endopeptidase activity|negative regulation of peptidase activity|negative regulation of catalytic activity,3.136e-07|4.71e-07|6.979e-07|9.058e-07|4.49e-06,0.004946|0.003715|0.00367|0.003572|0.01416,9.699|11.4|14.01|13.46|6.024
452,20,0.2027,38.51,16540.0,0.002318,1.0,ACSBG1 AK9 C16orf95 C17orf97 CPB2 DNAI2 FAM163B FGD5 FZD6 INHBA KIAA0556 KRT18 MAPK9 MBLAC2 NDUFAF2 OPN3 PP2D1 PRSS53 RAB2B TGFA,liver development|hepaticobiliary system development|skin development|epidermis development|CDP phosphorylation,0.0002686|0.0002801|0.0003791|0.0005212|0.001843,1|1|1|1|1,23.91|23.56|11.32|10.4|1084
453,61,0.2001,366.2,45780.0,0.007915,1.0,ACSBG2 ADAMTS10 AES ATCAY C19orf24 C19orf66 CATSPERD CBARP CELF5 CLEC17A CNN1 CSNK1G2 DAND5 DIRAS1 EFNA2 FGF22 FUT3 FUT5 FUT6 GNA15 GZMM ICAM1 ICAM3 MIDN MOB3A MUM1 MYDGF NDUFA11 OR7C2 OR7G1 P2RY11 PLIN3 PLIN4 RNF126 SEMA6B SGTA SLC25A23 TMIGD2 TNFSF14 UQCR11 ZNF121 ZNF20 ZNF433 ZNF439 ZNF441 ZNF442 ZNF443 ZNF490 ZNF554 ZNF555 ZNF556 ZNF563 ZNF564 ZNF625 ZNF627 ZNF69 ZNF700 ZNF709 ZNF763 ZNF77 ZNF878,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|regulation of RNA metabolic process",8.298e-09|7.766e-07|7.811e-07|8.042e-07|9.631e-07,0.0001309|0.006125|0.004107|0.003171|0.003038,3.34|2.589|2.588|2.585|2.488
454,23,0.2029,51.33,18930.0,0.002698,1.0,ADAM23 ATP6V1G3 ATP7B C12orf4 CES3 DEFB121 DEFB123 DEFB124 EXOC3L1 FGF23 HIBCH MORN1 MYO9A PROCR PTGIS RNFT2 SPACA9 SPHK2 SYTL2 TMEM239 TOX2 TRIM60 WDR60,regulation of mast cell degranulation|regulation of mast cell activation involved in immune response|cellular response to interleukin-6|response to interleukin-6|regulation of mast cell activation,0.0006304|0.0006706|0.0008897|0.001087|0.001192,1|1|1|1|1,57.21|55.36|47.67|42.91|40.86
455,38,0.2016,141.7,31290.0,0.004497999999999999,1.0,ADGRV1 AKAIN1 ANKRD55 ARHGEF28 ARSB ARSK ATP6AP1L BHMT BHMT2 C16orf89 CAST CD180 CDH12 CRHBP DMGDH F2R F2RL1 F2RL2 FHL3 FST GAPT GPBP1 GZMA GZMK ITGA1 ITGA2 KLHDC8A NDUFAF2 NDUFS4 NME5 NOS1AP NUDT12 PALM3 RAB3C RNF138 TEDDM1 THBS4 ZNF485,thrombin-activated receptor signaling pathway|regulation of Rho protein signal transduction|amino-acid betaine catabolic process|regulation of renin secretion into blood stream|positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway,1.253e-06|2.231e-05|3.291e-05|3.291e-05|3.946e-05,0.01977|0.1759|0.1731|0.1298|0.1245,180.7|25.21|361.3|361.3|49.27
456,18,0.2016,30.84,13900.0,0.002209,1.0,C15orf61 CBLN3 CFDP1 CHMP2B ELOVL6 FIZ1 FOXJ1 H2AFZ IL13 LDHAL6A NT5C2 PCDHB2 PDGFB PIH1D1 RUNX1T1 SPOCK2 ZNF654 ZNHIT1,regulation of lung ciliated cell differentiation|epithelial cell differentiation involved in kidney development|cell differentiation involved in kidney development|positive regulation of fibroblast proliferation|glomerulus development,3.838e-06|0.0003968|0.0006772|0.0007971|0.0008934,0.06054|1|1|1|1,1211|71.26|53.84|49.45|46.6
457,23,0.2009,50.82,18650.0,0.002711,1.0,ABCA7 BBS5 CLOCK DIRC1 FKBP5 HOXD8 KLHL41 MDH1B MIOX NKIRAS1 NR1D2 PCARE PLCE1 RAPGEF4 SCN1A SCN2A SCN3A SCN7A SCRN3 SLC9A3R1 SSFA2 TTC30B WFIKKN2,neuronal action potential|membrane depolarization during action potential|transmission of nerve impulse|membrane depolarization|sodium ion transport,3.427e-08|4.414e-08|3.442e-07|3.442e-07|1.09e-06,0.0005406|0.0003481|0.00181|0.001358|0.003438,133.7|124.8|72.01|72.01|26.9
458,18,0.2001,30.62,14450.0,0.0021100000000000003,1.0,ACBD4 ADGRE5 C12orf40 C1orf158 CPB2 CPNE9 CYTL1 DAZL DLX3 FABP5 FLNB HSPBP1 LBX2 OR10H1 SCUBE3 SDF2 SMCO3 SNCB,regulation of retrograde trans-synaptic signaling by endocanabinoid|positive regulation of convergent extension involved in gastrulation|regulation of convergent extension involved in gastrulation|odontoblast differentiation|cartilage homeostasis,0.002618|0.002618|0.002618|0.003489|0.003489,1|1|1|1|1,572.1|572.1|572.1|381.4|381.4
459,18,0.2012,30.78,14510.0,0.002112,1.0,ANKRD16 ANO4 B9D1 CALML6 CCL5 ERICH6B FBXW4 FMNL2 KRT74 KRT85 MYBPC1 NME4 PAEP PIP4P2 RNF185 SGCA SLC16A14 UCHL1,embryonic digit morphogenesis|negative regulation of sperm capacitation|proteasome-mediated ubiquitin-dependent protein catabolic process|proteasomal protein catabolic process|axon target recognition,0.001196|0.001746|0.002681|0.003225|0.003489,1|1|1|1|1,40.15|1144|10.63|9.949|381.4
460,69,0.2004,470.1,47060.0,0.009861,1.0,ABCE1 ACTR10 ATP6V1D CCNK CINP COPB2 CSE1L DDX24 DICER1 DUX4 DYNC1H1 EIF2B2 EIF2S1 EIF4A3 EIF5 ERH ETF1 EXOC5 HSPA9 ISY1 LIN52 LRR1 NARS NBEAL1 NEDD8 NRDE2 NUTF2 PNN POLE2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMB3 PSMC1 PSMC6 PSMD7 RBM25 RPL14 RPL17 RPL18 RPL18A RPL7 RPS17 RPS29 SARS SCFD1 SF3A1 SF3B3 SMU1 SNAPC1 SNAPC2 SNAPC5 SNRNP200 SNRPA1 SNRPB2 SNRPD1 SNU13 SRP54 TIMM9 TRMT5 UBL5 VCP WARS WDR25 XAB2 YARS,RNA metabolic process|cellular macromolecule biosynthetic process|macromolecule biosynthetic process|gene expression|nucleic acid metabolic process,1.391e-20|4.144e-20|8.988e-20|3.272e-19|6.634e-19,2.194e-16|3.269e-16|4.726e-16|1.29e-15|2.093e-15,6.44|6.222|6.072|5.114|5.009
461,68,0.2008,457.5,44540.0,0.01014,1.0,ANLN ARFRP1 ARL1 ASNA1 CAMLG CCT6A CLEC16A COG1 COG2 COG3 COG4 COG5 COG6 COG7 COG8 DDX56 EIF3B EIPR1 FAM160B1 GARS GET4 GPR107 HUS1 LSM5 MIOS MRPL32 MRPS24 NUDCD3 PI4KB POLD2 POLD3 PSMA2 PSMG1 PSMG2 PSMG3 PTAR1 RAB1A RAB1B RAB2A RAB6A RGP1 RIC1 RPA3 SCFD1 SEC23IP SEC61G SLC10A7 SLC35B2 SLC39A9 SYS1 TM9SF3 TMEM165 TRA2B TRAPPC1 TRAPPC11 TRAPPC12 TRAPPC13 TRAPPC2L TRAPPC4 TWISTNB UNC50 VPS51 VPS52 VPS53 VPS54 WRB YAE1 YKT6,Golgi vesicle transport|endoplasmic reticulum to Golgi vesicle-mediated transport|intracellular transport|vesicle-mediated transport|establishment of protein localization,1.07e-26|7.355e-21|9.2e-19|2.37e-17|2.355e-14,1.688e-22|5.801e-17|4.837e-15|9.348e-14|7.431e-11,19.89|27.81|6.465|5.259|5.443
462,17,0.2023,27.52,13790.0,0.001987,1.0,ANGPTL5 C3 CATSPER4 COX7B2 FGD4 FMC1 FOXP2 IFI6 LRRC59 MUTYH PRLHR SAMD4A SSUH2 TOR1AIP1 UBXN1 URGCP ZNF646,negative regulation of peptidase activity|putamen development|caudate nucleus development|innate vocalization behavior|negative regulation of protein K48-linked deubiquitination,0.001158|0.001649|0.001649|0.001649|0.002472,1|1|1|1|1,14.25|1211|1211|1211|605.7
