Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
456,11,0.3024,16.63,9248.0,0.001791,0.999969,C10orf62 C15orf62 DENND1A FASLG FRRS1L GNB5 LGALS4 OR1J2 OR1L8 RWDD2B SH3TC2,positive regulation of phosphatidylserine exposure on apoptotic cell surface|regulation of phosphatidylserine exposure on apoptotic cell surface|regulation of ERBB signaling pathway|retinal cell programmed cell death|endosomal lumen acidification,0.001067|0.001067|0.001149|0.001601|0.002667,1|1|1|1|1,1872|1872|39.84|936.1|468.1
457,17,0.3012,40.96,11350.0,0.0035859999999999998,1.0,GAB2 GNG5 GRB2 HERC1 KDELR1 LMO2 LYL1 MYB NRAS PIK3R5 PREX1 PTPN11 PTPN6 SHOC2 SOS1 SPAST ULK3,neurotrophin TRK receptor signaling pathway|cell activation|cellular developmental process|neurotrophin signaling pathway|positive regulation of cell communication,8.169e-07|9.578e-07|1.891e-06|2.065e-06|2.555e-06,0.01289|0.007554|0.009942|0.008143|0.008059,181.7|8.941|4.081|129.8|6.361
458,11,0.3024,16.63,9110.0,0.001818,0.999969,ARSI C16orf87 CFDP1 COLEC12 GMPR KLC1 MC3R NKD1 SLCO2A1 SPOCK2 SPON2,negative regulation of convergent extension involved in axis elongation|regulation of convergent extension involved in axis elongation|positive regulation of non-canonical Wnt signaling pathway via JNK cascade|regulation of non-canonical Wnt signaling pathway via JNK cascade|regulation of cell migration involved in somitogenic axis elongation,0.001067|0.001067|0.001067|0.001067|0.001601,1|1|1|1|1,1872|1872|1872|1872|936.1
459,11,0.3073,16.9,9529.0,0.001766,0.999969,C16orf95 C17orf97 C8orf82 FBXW5 KIAA0556 LPL MAPK9 PGAP1 POU4F3 PUSL1 RAB2B,positive regulation of macrophage derived foam cell differentiation|regulation of macrophage derived foam cell differentiation|protein localization to tricellular tight junction|positive regulation of transcription factor catabolic process|regulation of transcription factor catabolic process,4.009e-05|0.000111|0.001455|0.00194|0.00194,0.6324|0.8757|1|1|1,228.8|132.9|1030|686.5|686.5
460,9,0.3016,10.86,7350.0,0.001471,0.9998530000000001,ANGPTL7 ATP5MC3 C17orf98 CAMK2N2 CCNA2 CFAP97D1 ISOC1 LYSMD3 MOSPD3,negative regulation of vasculature development involved in avascular cornea development in camera-type eye|avascular cornea development in camera-type eye|cellular response to luteinizing hormone stimulus|cellular response to cocaine|response to luteinizing hormone,0.0008734|0.0008734|0.001746|0.002182|0.002182,1|1|1|1|1,2288|2288|762.8|572.1|572.1
461,45,0.3001,297.1,37810.0,0.007778,1.0,AARD C8orf44 C8orf76 CA1 CA13 CA2 CA3 CA8 CEBPD CLVS1 CNGB3 COL14A1 CPA6 CYP7A1 DPYS FABP12 FABP4 FBXO32 HEY1 KCNS2 KCNV1 KLHL38 MCMDC2 MTSS1 NOV NPBWR1 NSMAF OPRK1 PKIA PMP2 PPDPFL PRDM14 RNF139 RRM2B SGK3 SLC26A7 SLC30A8 SNX16 SULF1 TMEM69 TRIM55 UBE2W XKR9 ZFHX4 ZHX2,one-carbon metabolic process|bicarbonate transport|organic anion transport|opioid receptor signaling pathway|cellular response to fluid shear stress,4.995e-08|7.019e-08|0.0001277|0.0003301|0.0009392,0.0007879|0.0005536|0.6717|1|1,56.18|52.17|7.733|87.64|48.69
462,9,0.3215,11.57,7290.0,0.0015810000000000002,0.9998530000000001,ARGFX C18orf54 IGDCC4 MC4R PTPN13 RFESD RPS27 RTP5 TMEM63B,regulation of grooming behavior|protein targeting to membrane|negative regulation of feeding behavior|diet induced thermogenesis|negative regulation of behavior,0.002618|0.002769|0.00436|0.005231|0.007403,1|1|1|1|1,457.7|25.01|254.3|208|143
463,10,0.3167,14.25,7545.0,0.0018800000000000002,0.999933,ABCF2 C19orf47 DRG1 DUSP1 EVI5 HSPA14 MPG TRMT2A TYROBP ZC3H15,cytoplasmic translation|positive regulation of hippocampal neuron apoptotic process|stimulatory killer cell immunoglobulin-like receptor signaling pathway|'de novo' cotranslational protein folding|positive regulation of microglial cell mediated cytotoxicity,0.0008878|0.001746|0.001746|0.001746|0.002327,1|1|1|1|1,45.77|858.1|858.1|858.1|572.1
464,10,0.3118,14.03,8265.0,0.001691,0.999933,BMPR1B C19orf67 CASP10 DSCAM DST GAD1 GLI2 HTR2A LACTB2 TPP1,regulation of chondrocyte differentiation|axon guidance|neuron projection guidance|signaling|chondrocyte differentiation,0.0004214|0.0005038|0.0005091|0.000657|0.0007344,1|1|1|1|1,67.3|18.52|18.45|2.816|50.48
465,19,0.297,50.78,12310.0,0.0040939999999999995,1.0,CCNA2 CCNB1 CCNE2 CCNF CDC25B CDC7 CKS1B CKS2 CUL1 DBF4 E2F3 FBXO5 FOXM1 LIN37 LIN54 PKMYT1 PSME3 SKP2 UBE2Q1,mitotic cell cycle phase transition|cell cycle phase transition|regulation of cell cycle|mitotic cell cycle process|mitotic cell cycle,7.208e-25|1.078e-24|1.67e-19|2.717e-19|1.276e-18,1.137e-20|8.503e-21|8.783e-16|1.071e-15|4.024e-15,57.05|55.49|15.41|23.74|21.37
466,9,0.3116,11.22,7351.0,0.0015199999999999999,0.9998530000000001,C1orf115 DAPL1 FOXI2 GRM6 LCT MARC1 RNLS SCN2A SPINK1,regulation of calcium ion import|intrinsic apoptotic signaling pathway in response to osmotic stress|negative regulation of nitric oxide mediated signal transduction|nitrate metabolic process|detoxification of nitrogen compound,0.0001589|0.00131|0.001746|0.002182|0.002618,1|1|1|1|1,109|1144|762.8|572.1|457.7
467,11,0.3102,17.06,9031.0,0.0018809999999999999,0.999969,ARPIN C1orf116 FAM186B MYO15A PSKH1 SCUBE3 SFRP4 SLC25A38 SLC47A1 SP5 STPG4,amino acid import|L-alpha-amino acid transmembrane transport|negative regulation of sodium-dependent phosphate transport|glycine import into mitochondrion|amino acid transmembrane transport,0.000277|0.0005046|0.001164|0.001164|0.001264,1|1|1|1|1,83.72|61.29|1716|1716|38.14
468,20,0.3101,58.91,13340.0,0.004384000000000001,1.0,CCT3 CCT4 CCT5 CCT6A CCT8 MAD2L1BP MSTO1 PDCD5 PFDN1 PFDN4 SSSCA1 TBCA TBCB TCP1 TUBA1B TUBA1C TUBA4A TUBB TXNDC9 UBE2C,positive regulation of establishment of protein localization to telomere|regulation of establishment of protein localization to telomere|positive regulation of protein localization to Cajal body|regulation of protein localization to Cajal body|regulation of establishment of protein localization to chromosome,2.029e-15|3.134e-15|3.134e-15|3.134e-15|4.699e-15,3.201e-11|2.472e-11|1.648e-11|1.236e-11|1.482e-11,650.4|591.2|591.2|591.2|542
469,8,0.3069,8.593,6059.0,0.001413,0.9996790000000001,C1orf159 CIZ1 DVL3 HRG IER5 IL11 PLEKHF2 PTRH1,positive regulation of cellular response to heat|positive regulation of blood vessel remodeling|positive regulation of DNA-dependent DNA replication initiation|negative regulation of lamellipodium assembly|negative regulation of endothelial cell chemotaxis,0.0007765|0.001164|0.001164|0.001552|0.00194,1|1|1|1|1,2574|1287|1287|858.1|643.6
470,14,0.3069,27.93,10390.0,0.0026739999999999997,0.9999969999999999,ART5 HBE1 OR51B4 OR51I1 OR51M1 OR52B2 OR52M1 OR52N4 OR52W1 OR56A1 OR56B1 OR5P2 TRIM34 TRIM5,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,2.113e-14|3.782e-14|5.474e-14|1.103e-13|1.594e-13,3.332e-10|2.983e-10|2.878e-10|4.349e-10|5.029e-10,33.36|31.43|30.27|28.18|27.14
471,46,0.2678,277.2,36160.0,0.007589,1.0,ACTL7A AK1 AK8 AKAP2 ALDH1A1 ASB6 C9orf16 C9orf43 C9orf84 CERCAM CIZ1 DPP7 ECPAS ENTPD2 FAM129B FCN2 GBGT1 GLT6D1 KIF12 LCN6 LCN8 NTMT1 OR1J1 OR1J2 OR1J4 OR1L1 OR1L8 OR1N1 OR1N2 OR1Q1 PALM2 PIP5KL1 PTBP3 PTGES2 RABEPK SARDH SH2D3C ST6GALNAC4 TOR1B TXNDC8 UCK1 USP20 WDR38 ZBTB6 ZNF483 ZNF782,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,4.203e-06|6.45e-06|8.457e-06|1.408e-05|1.839e-05,0.06629|0.05087|0.04447|0.05554|0.05803,8.491|8.001|7.705|7.173|6.909
472,28,0.302,114.2,22960.0,0.004935,1.0,AADACL3 AGO1 AGO3 AGO4 BSND C1QA C1QB C1QC C1orf123 CLCNKB CTRC ERMAP GJB4 HTR6 LURAP1 MFSD2A MTFR1L NBL1 NCMAP PLA2G2E PLA2G5 PQLC2 TAS1R2 ZFP69 ZFP69B ZNF683 ZNF684 ZNF691,miRNA loading onto RISC involved in gene silencing by miRNA|RNA secondary structure unwinding|small RNA loading onto RISC|synapse pruning|cell junction disassembly,2.123e-07|2.916e-07|3.885e-07|6.417e-07|8.015e-07,0.003348|0.0023|0.002043|0.002531|0.002529,339.5|297|264|216|198
473,26,0.3039,98.77,17100.0,0.005726,1.0,AMOTL2 CAB39 DLG5 FAM49B FRMD6 FRYL KIRREL1 LATS2 MAP4K4 MARK2 NF2 NRBP1 NRP1 PDCD10 PKN2 PLXNA1 PPM1F PTPN14 RALGAPB RAP2B RNF146 SAV1 STK24 TAOK1 TSC22D2 WNK1,regulation of cell motility|regulation of locomotion|regulation of cellular component movement|intracellular signal transduction|regulation of cell migration,4.863e-11|8.386e-11|1.299e-10|1.357e-10|4.054e-10,7.671e-07|6.614e-07|6.829e-07|5.353e-07|1.279e-06,10.47|10.02|9.665|7.265|10.34
474,10,0.3058,13.76,7595.0,0.0018039999999999998,0.999933,C1orf43 C2CD2L CLDND1 FAM102B GAP43 KIAA0100 KIAA1109 OR5K3 TMEM170A VAPA,endoplasmic reticulum organization|positive regulation by host of viral release from host cell|modulation by host of viral release from host cell|axon choice point recognition|positive regulation by host of viral genome replication,0.001064|0.002909|0.002909|0.003877|0.00436,1|1|1|1|1,41.19|411.9|411.9|294.2|257.4
475,8,0.3033,8.492,6051.0,0.001398,0.9996790000000001,AGFG1 C1orf53 CSN1S1 MPLKIP MYL2 PRR5 ROR1 SH3GL1,positive regulation of phosphatidylinositol 3-kinase signaling|response to 11-deoxycorticosterone|response to dehydroepiandrosterone|regulation of phosphatidylinositol 3-kinase signaling|synaptic vesicle uncoating,0.0005545|0.0007765|0.0007765|0.001046|0.00194,1|1|1|1|1,56.58|2574|2574|40.86|643.6
476,9,0.316,11.38,7178.0,0.0015789999999999999,0.9998530000000001,AGAP1 APAF1 C1orf74 GFOD2 PELI1 PHACTR3 SMCR8 ST3GAL2 ST5,response to G1 DNA damage checkpoint signaling|response to mitotic cell cycle checkpoint signaling|globoside biosynthetic process via lactosylceramide|globoside biosynthetic process|globoside metabolic process,0.0007765|0.0007765|0.0007765|0.001164|0.001164,1|1|1|1|1,2574|2574|2574|1287|1287
477,13,0.3115,24.3,10310.0,0.002344,0.999993,C1orf87 GNAI2 LPAR1 MYF5 PAX7 PIK3CD RRAS2 S100A5 SEMA4C SEMA7A SLC8A2 TRIO TULP4,positive regulation of cell migration|positive regulation of cell motility|positive regulation of cellular component movement|positive regulation of locomotion|regulation of cell migration,3.872e-07|5.091e-07|5.839e-07|5.962e-07|8.487e-06,0.006108|0.004015|0.00307|0.002351|0.02678,18.35|17.51|17.1|17.03|10.74
478,28,0.3002,113.5,17830.0,0.006304,1.0,CEP55 CHMP1B CHMP3 CHMP4B CHMP5 CHMP6 CIT CLTC ECT2 HGS IST1 KIF14 PDCD6IP PIK3C3 PTPN23 RNF11 SNF8 STAMBP TFG UBAP1 USP8 VPS25 VPS36 VPS37A VPS4A VPS4B VTA1 WDR7,multivesicular body assembly|multivesicular body organization|endosome organization|vesicle organization|cytoskeleton-dependent cytokinesis,3.212e-34|4.763e-34|7.053e-34|3.02e-26|2.412e-25,5.066e-30|3.757e-30|3.708e-30|1.191e-22|7.609e-22,367.8|355.9|162.4|42.71|107.3
479,22,0.3033,70.07,14870.0,0.004677000000000001,1.0,FBXO5 HBS1L LTV1 MMS22L MRPL18 MTRF1L NDUFAF4 NUP43 NUS1 PDCD5 PNISR PPIL4 PSMB1 REV3L RPF2 RPS12 SEC63 SF3B5 TCP1 TMEM242 TTK WTAP,RNA localization|negative regulation of meiotic cell cycle|cellular macromolecule biosynthetic process|macromolecule biosynthetic process|macromolecule metabolic process,8.807e-05|0.0001838|0.0002014|0.0002385|0.0002553,1|1|1|0.9405|0.8053,16.87|110.1|4.525|4.416|2.267
480,24,0.3014,83.2,20010.0,0.004131,1.0,ADGRV1 ANKRD55 ARSB ARSK ATP6AP1L BHMT BHMT2 CD180 CDH12 DDX4 DMGDH F2R F2RL1 F2RL2 FST GAPT GZMK HECW2 ITGA1 ITGA2 NDUFAF2 NDUFS4 RAB3C RNF138,thrombin-activated receptor signaling pathway|positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway|positive regulation of Rho protein signal transduction|amino-acid betaine catabolic process|regulation of renin secretion into blood stream,3.027e-07|9.646e-06|1.049e-05|1.296e-05|1.296e-05,0.004775|0.07608|0.05515|0.0511|0.04088,286|78.01|75.72|572.1|572.1
481,10,0.3051,13.73,8144.0,0.001679,0.999933,C2CD4D COX6B2 FTCD MYOM3 OR14C36 PCDH18 PLXNA2 TMEM235 TMEM238 TUBB3,cerebellar granule cell precursor tangential migration|hindbrain tangential cell migration|formamide metabolic process|histidine catabolic process to glutamate and formate|histidine catabolic process to glutamate and formamide,0.001455|0.00194|0.002424|0.002424|0.002424,1|1|1|1|1,1030|686.5|514.9|514.9|514.9
482,10,0.3057,13.76,8143.0,0.0016820000000000001,0.999933,ACOX2 ARMH4 C1QL2 C2orf16 FNDC9 HEPACAM PLEKHG5 SNX29 SPATA2L USP25,UNCLASSIFIED|biological_process|negative regulation of ERAD pathway|positive regulation of response to oxidative stress|endothelial cell chemotaxis,0.0007303|0.0007303|0.003393|0.003877|0.00581,1|1|1|1|1,4.502|0.4615|343.3|294.2|187.2
483,17,0.3003,40.84,13930.0,0.002915,1.0,C2orf70 C2orf73 CCDC88A CFAP36 DHX57 EGR4 GPR75 PEBP1 SIX3 STON1 TACR1 TEX261 TGOLN2 TLX2 TRIM54 WDPCP ZNF512,neuroblast migration|optic vesicle morphogenesis|maintenance of protein location in plasma membrane|maintenance of protein location in membrane|regulation of embryonic cell shape,0.001649|0.002472|0.002472|0.002472|0.003295,1|1|1|1|1,1211|605.7|605.7|605.7|403.8
484,11,0.3053,16.79,9352.0,0.0017879999999999999,0.999969,ATP2B2 AVPI1 C2orf91 CA6 CCNJL CNPY1 FAM117A GRIK1 GRK5 HHIP NME3,regulation of cardiac conduction|negative regulation of citrulline biosynthetic process|regulation of citrulline biosynthetic process|negative regulation of cellular amine catabolic process|regulation of cellular amine catabolic process,0.0005046|0.001164|0.001164|0.001164|0.001164,1|1|1|1|1,61.29|1716|1716|1716|1716
485,9,0.3043,10.95,7000.0,0.001558,0.9998530000000001,C3orf22 KCNMB4 OR51A7 PLCL1 POU4F1 PPM1N RELL2 TOMM40 VWA8,negative regulation of transcription elongation by RNA polymerase I|regulation of transcription elongation from RNA polymerase I promoter|proprioception involved in equilibrioception|epithalamus development|habenula development,0.0008734|0.0008734|0.0008734|0.001746|0.001746,1|1|1|1|1,2288|2288|2288|762.8|762.8
486,17,0.2589,35.21,11710.0,0.002989,1.0,ADCY6 AHR AHSA1 ANKMY2 ARNT DNAJA1 DNAJA2 DNAJB6 HSF1 HSF2 HSP90AA1 HSP90AB1 HSPA4 PTGES3 STIP1 TIPARP USP19,protein folding|chaperone-mediated protein complex assembly|regulation of cellular response to heat|response to heat|telomerase holoenzyme complex assembly,4.042e-10|3.962e-09|5.932e-09|1.51e-08|1.628e-08,6.375e-06|3.125e-05|3.119e-05|5.953e-05|5.135e-05,37.19|230.8|76.68|63.1|908.6
487,12,0.3008,19.85,10100.0,0.001956,0.999986,C3orf33 COL6A6 DNAJC27 EPDR1 HOXB1 MEX3D NOL3 PHACTR2 PLB1 PLEKHG5 SCD5 SVBP,facial nucleus development|regulation of MAPK export from nucleus|myofibroblast contraction|response to injury involved in regulation of muscle adaptation|mRNA localization resulting in posttranscriptional regulation of gene expression,0.001164|0.001164|0.001164|0.001164|0.001746,1|1|1|1|1,1716|1716|1716|1716|858.1
488,30,0.2841,123.6,20180.0,0.00607,1.0,C1orf109 CIAO1 CIAO2B CIAO3 CIAPIN1 DHX33 FXN GLRX3 HSCB LETM1 LONP1 LYRM4 NDOR1 NFS1 NOL9 NUBP1 NUBP2 OSGEP PAK1IP1 POP5 RPP21 RTCB SOD1 SPATA5L1 TIMM10 TIMM9 TRMT112 URB1 UTP4 WDR18,metallo-sulfur cluster assembly|iron-sulfur cluster assembly|sulfur compound metabolic process|cellular component biogenesis|ncRNA processing,5.745e-27|5.745e-27|2.22e-15|1.364e-12|8.273e-09,9.063e-23|4.531e-23|1.167e-11|5.379e-09|2.61e-05,358.2|358.2|24.19|5.337|14.3
489,9,0.3034,10.92,7125.0,0.001527,0.9998530000000001,APOB C3orf70 EGFL7 LPAR6 NCEH1 NPHP3 PCYOX1 RAD51AP2 REV1,low-density lipoprotein particle clearance|plasma lipoprotein particle clearance|regulation of plasma lipoprotein particle levels|determination of stomach left/right asymmetry|determination of intestine left/right asymmetry,5.482e-05|0.0001379|0.0004879|0.0008734|0.0008734,0.8648|1|1|1|1,190.7|117.4|61.02|2288|2288
490,36,0.3005,189.3,28950.0,0.006481999999999999,1.0,AGO1 AGO3 AGO4 ARMH1 BEST4 BSND C1QB C1orf123 C1orf50 CFAP57 CLCNKB CYP4A11 CYP4A22 CYP4X1 CYP4Z1 ERMAP EXO5 FAAH FAM131C FAM183A GJB3 GJB4 GPX7 LURAP1 MFSD2A MMP23B PCSK9 PPT1 PQLC2 SLC35E2B TSSK3 ZFP69 ZFP69B ZNF684 ZNF691 ZYG11B,"miRNA loading onto RISC involved in gene silencing by miRNA|RNA secondary structure unwinding|small RNA loading onto RISC|negative regulation of translation, ncRNA-mediated|miRNA mediated inhibition of translation",5.324e-07|7.313e-07|9.739e-07|2.467e-06|2.467e-06,0.008399|0.005767|0.005121|0.00973|0.007784,252.2|220.7|196.1|135.8|135.8
491,21,0.303,63.64,14060.0,0.004492,1.0,ANLN DIAPH3 ECT2 FLII GNA13 KIF20A LRRFIP2 LUZP1 MYH9 MYL12A MYL12B MYL6 MYO9B RAB35 ROCK1 ROCK2 SEPT11 SEPT2 SIAH1 TMOD3 UNC45A,cytokinesis|cytoskeleton-dependent cytokinesis|mitotic cytokinesis|cell division|actomyosin structure organization,1.239e-15|6.145e-14|9.042e-11|6.241e-10|1.022e-09,1.955e-11|4.846e-10|4.754e-07|2.461e-06|3.225e-06,81.73|81.73|86.53|17.94|56.58
492,9,0.3012,10.84,6972.0,0.001549,0.9998530000000001,C4orf47 FRMD8 GSTZ1 GULP1 PYROXD2 STUB1 TNFAIP3 TNIP1 TRHDE,regulation of protein modification by small protein conjugation or removal|negative regulation of I-kappaB kinase/NF-kappaB signaling|organonitrogen compound catabolic process|negative regulation of toll-like receptor 5 signaling pathway|regulation of toll-like receptor 5 signaling pathway,0.0001291|0.0001815|0.0007757|0.0008734|0.0008734,1|1|1|1|1,28.6|101.7|8.475|2288|2288
493,23,0.301,76.15,18660.0,0.004054,1.0,ABCG5 C2orf70 C2orf73 CAPN13 CFAP36 DHX57 FSHR GALM GAREM2 GNLY NAT8 OXER1 REG3G SEMA4F SFTPB SIX3 STON1 TEX261 TLX2 TRABD2A WDPCP WDR54 ZNF512,epithelial cell development|regulation of acetylcholine metabolic process|neuroblast migration|negative regulation of intestinal phytosterol absorption|negative regulation of intestinal lipid absorption,0.001302|0.00223|0.00223|0.003343|0.003343,1|1|1|1|1,13.92|895.4|895.4|447.7|447.7
494,10,0.3202,14.41,8250.0,0.001739,0.999933,ANKRD13D ANKRD27 C5orf30 CHST15 DGAT2 KIAA1217 POLA2 PROKR1 TTC9 ZBED2,"cellular response to oleic acid|negative regulation of SNARE complex assembly|fat pad development|response to oleic acid|DNA replication, synthesis of RNA primer",0.00194|0.00194|0.002909|0.003393|0.003393,1|1|1|1|1,686.5|686.5|411.9|343.3|343.3
495,69,0.3015,707.2,55030.0,0.01266,1.0,C5AR1 C5AR2 CABP5 CRX ERVV-2 FFAR3 FLT3LG FPR3 FUT1 FUT2 GP6 GPR32 KIR2DL1 KIR2DL3 KLK11 KLK3 KLK6 LAIR1 LAIR2 LILRA4 LILRB2 LILRB4 LILRB5 NLRP11 NLRP13 NLRP4 NLRP9 PTPRH RFPL4A SHISA7 SIGLEC12 SIGLEC5 SIGLEC9 SPIB SULT2A1 SULT2B1 VN1R4 ZFP28 ZNF135 ZNF175 ZNF211 ZNF264 ZNF28 ZNF304 ZNF320 ZNF324 ZNF324B ZNF415 ZNF432 ZNF460 ZNF524 ZNF528 ZNF534 ZNF548 ZNF571 ZNF577 ZNF578 ZNF581 ZNF587 ZNF610 ZNF665 ZNF667 ZNF677 ZNF701 ZNF772 ZNF773 ZNF805 ZNF880 ZSCAN5B,"regulation of transcription by RNA polymerase II|regulation of gene expression|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process",6.944e-14|7.748e-12|6.475e-11|6.53e-11|6.809e-11,1.095e-09|6.111e-08|3.405e-07|2.575e-07|2.148e-07,3.926|2.62|3.015|3.014|3.009
496,10,0.3079,13.85,8255.0,0.0016710000000000002,0.999933,C5orf52 DCDC1 ERF FAM160B2 FZD3 NSUN7 OR10G7 OR5T1 TMPPE ZGLP1,positive regulation of neural precursor cell proliferation|neural precursor cell proliferation|canonical Wnt signaling pathway|regulation of neural precursor cell proliferation|negative regulation of receptor clustering,0.0003652|0.0006134|0.000924|0.0009892|0.001067,1|1|1|1|1,72.01|55.07|44.58|43.04|1872
497,44,0.3004,284.1,36830.0,0.0076370000000000006,1.0,AARD C8orf44 C8orf76 CA1 CA13 CA2 CA3 CA8 CEBPD CHMP4C CNGB3 COL14A1 CPA6 CYP7A1 ENPP2 FABP12 FBXO32 GGH GNPNAT1 HEY1 KLHL38 MCMDC2 MTSS1 NCALD NETO2 NOV NPBWR1 NSMAF PKIA PMP2 PPDPFL RNF139 SGK3 SLC22A4 SLC30A8 SNX16 SULF1 TMEM69 TRIM55 TRMT12 WDYHV1 XKR9 ZFHX4 ZHX2,one-carbon metabolic process|bicarbonate transport|response to zinc ion|cellular response to fluid shear stress|organic anion transport,4.472e-08|3.289e-06|0.0003573|0.0008999|0.00099,0.0007054|0.02594|1|1|1,57.4|42.64|22.77|49.75|6.584
498,10,0.3053,13.74,8283.0,0.001652,0.999933,BEAN1 C6orf10 GNLY PREP SEMA4F SFTPB TRIM63 TYROBP WBP1 ZER1,cellular defense response|positive regulation of hippocampal neuron apoptotic process|stimulatory killer cell immunoglobulin-like receptor signaling pathway|positive regulation of microglial cell mediated cytotoxicity|regulation of microglial cell mediated cytotoxicity,0.0003105|0.001455|0.001455|0.00194|0.00194,1|1|1|1|1,77.72|1030|1030|686.5|686.5
499,31,0.2878,133.8,21680.0,0.006116,1.0,CHMP2A CHMP3 CLASRP CLNS1A EXOSC5 GEMIN7 GRWD1 HNRNPL LENG1 LENG8 NUP62 PNKP POLD1 POP4 PSMC4 PSMD8 RBM42 RPL18 RPS11 RPS16 RPS19 RPS5 RPS9 SAE1 SNRNP70 SNRPD2 SYMPK TBCB TOMM40 TSEN34 UBA2,mRNA metabolic process|RNA processing|RNA metabolic process|nucleic acid metabolic process|viral transcription,1.722e-14|1.866e-11|1.799e-10|2.279e-10|5.271e-10,2.717e-10|1.471e-07|9.46e-07|8.986e-07|1.663e-06,14.36|10.08|6.648|5.358|40.09
500,37,0.3032,202.0,28180.0,0.007098,1.0,AIF1 BTN2A1 BTN2A2 C6orf15 C6orf48 CFB CLIC1 GPSM3 HLA-A HLA-C HLA-DMB HLA-DPB1 HLA-F HLA-G LY6G6F MCCD1 MICB MPIG6B MSH5 NCR3 NEU1 NUDT3 OR14J1 OR2B6 OR2J2 OR2J3 PPT2 PSMB8 PSORS1C2 STK19 TAP1 TAPBP TCF19 TNXB TRIM10 TRIM26 ZKSCAN4,antigen processing and presentation of endogenous peptide antigen via MHC class I|antigen processing and presentation of endogenous peptide antigen|antigen processing and presentation of endogenous antigen|antigen processing and presentation of exogenous peptide antigen|antigen processing and presentation of exogenous antigen,2.145e-12|3.753e-12|1.903e-11|3.401e-11|4.95e-11,3.383e-08|2.96e-08|1.001e-07|1.341e-07|1.562e-07,196.5|175.8|128.5|28.14|26.93
501,9,0.3121,11.23,7132.0,0.0015689999999999999,0.9998530000000001,AKAP5 C6orf223 CD14 HSPBP1 HUS1B NUDT15 RBKS SIT1 TBATA,isoleucine transport|L-isoleucine import across plasma membrane|isoleucine transmembrane transport|D-ribose catabolic process|meiotic DNA integrity checkpoint,0.0009704|0.0009704|0.0009704|0.001455|0.001455,1|1|1|1|1,2060|2060|2060|1030|1030
502,10,0.3081,13.87,7120.0,0.0019379999999999998,0.999933,ARL6IP1 C6orf47 DIAPH3 ECT2 FLII KIF20A REEP4 RETREG3 SCGB3A2 THUMPD1,"endoplasmic reticulum tubular network organization|actin polymerization or depolymerization|mitotic cytokinesis|regulation of cytokinesis|regulation of cytokinesis, actomyosin contractile ring assembly",2.872e-05|0.0003947|0.000503|0.0008483|0.0009704,0.453|1|1|1|1,274.6|68.65|60.57|46.28|2060
503,19,0.2851,48.76,12110.0,0.003998,1.0,BRAT1 BRF2 C7orf26 DCTN6 FNTA INTS10 INTS13 INTS14 INTS5 INTS9 LCMT1 MAK16 MASTL PPME1 PPP2CA PPP2CB SNRPB2 TTI2 WDR73,snRNA transcription by RNA polymerase II|snRNA transcription|ncRNA transcription|snRNA processing|snRNA metabolic process,8.27e-09|8.847e-09|3.377e-08|5.755e-08|1.563e-07,0.0001304|6.977e-05|0.0001776|0.000227|0.0004931,73.55|72.52|54.77|114.4|87.64
504,10,0.3099,13.94,8427.0,0.001648,0.999933,ANGPT2 APLF C7orf31 CNGB1 GIGYF1 GPR88 NCR3 OSBP2 SYNDIG1L WDR88,phototransduction|detection of visible light|detection of light stimulus|negative regulation of positive chemotaxis|response to radiation,0.0002169|0.0002775|0.0004338|0.0009704|0.001093,1|1|1|1|1,93.61|82.38|65.38|2060|13.88
505,10,0.3191,14.36,7198.0,0.0019850000000000002,0.999933,AMD1 AZIN1 IGSF9 ODC1 PLPPR2 RNF130 SLC4A7 SPZ1 SRM SUMO4,polyamine biosynthetic process|polyamine metabolic process|cellular biogenic amine biosynthetic process|amine biosynthetic process|cellular biogenic amine metabolic process,8.53e-11|2.466e-10|3.42e-09|3.761e-09|1.208e-07,1.346e-06|1.945e-06|1.798e-05|1.483e-05|0.0003812,588.4|433.6|211.2|205.9|83.21
506,6,0.3311,4.967,4497.0,0.0011,0.998474,C8orf88 CAPZA3 FOXD3 NEK9 SLC52A2 STIM1,riboflavin transport|activation of store-operated calcium channel activity|riboflavin metabolic process|positive regulation of store-operated calcium channel activity|store-operated calcium entry,0.001746|0.002037|0.002328|0.002328|0.002619,1|1|1|1|1,686.5|572.1|490.4|490.4|429.1
